brick,[brik],"n.砖, 砖块, 砖形物(如茶砖,冰砖等), <口>心肠好的人"
bridge,[bridV],"n.桥, 船桥, 鼻梁, 桥牌//vt.架桥, 渡过"
brief,[bri:f],"n.摘要, 大纲//adj.简短的, 短暂的//vt.摘要, (军事)下达简令"
bright,[brait],"adj.明亮的, 辉煌的, 欢快的, 聪明的, 伶俐的"
bring,[briN],"vt.拿来, 带来, 产生, 引起, 提出(诉讼)//vi.停下"
bring down,[],"v.打倒, 击落, 打死, 降低"
bring in,[],"v.生产, 挣得, 介绍引进"
bring on,[],"v.引起, 导致, 使发展, 提出"
bring up,[],"v.教育, 培养, 提出, (军队等)调上来, (船)抵达目的地"
broad,[brC:d],"adj.宽的, 阔的, 广泛的, 明朗的, 露骨的, 显著的, 主要的//adv.宽阔地//n.宽阔部分"
broadcast,[5brC:dkB:st],"n.广播, 播音//v.播撒(种子), 广播//(无线电或电视)广播//播送,播放"
broom,[bru:m],"n.扫帚, [植]金雀花//vt.扫除"
brother,[5brQTE],n.兄弟
brotherhood,[5brQTEhud],"n.手足情谊, 兄弟关系"
brown,[braun],"n.褐色//adj.褐色的, 棕色的//v.(使)成褐色, 晒黑"
brush,[brQF],"n.刷子, 毛刷, 画笔//vt.刷, 掸, 拂"
bucket,[5bQkit],"n.桶, 一桶的量, [桶状物]铲斗"
build,[bild],"v.建造, 建筑//n.构造, 体格, 体形"
build up,[],"v.树立, 增进, 增大, 堵塞"
building,[5bildiN],"n.建筑物, 营造物(如房屋,大楼,工厂,船等)晒黑"
burial,[5beriEl],n.埋葬
burn,[bE:n],"v.烧, 烧焦, 点(灯), 使感觉烧热//n.烧伤, 灼伤"
burn down,[],"v.烧为平地, 火力减弱"
burn...to the ground,[],*把…烧光(烧成平地)
burst,[bE:st],"v.爆裂, 炸破, 急于, 爆发//n.突然破裂, 爆发, 脉冲"
burst into laughter,[],突然大笑
burst into teas,[],*突然哭起来
bury,[5beri],"vt.埋葬, 掩埋, 隐藏"
bus,[bQs],n.公共汽车
bush,[buF],"n.矮树丛, (机械)衬套"
business,[5biznis],"n.商业, 买卖, 交易, 生意, 事情, 事物, 营业, 商行"
busy,[5bizi],"adj.忙碌的, 热闹的, 临时占用的"
but,[bEt; bQt],"prep.除...以外//conj.而是, 但是//adv.几乎, 仅仅"
butcher,[5butFE],"n.屠夫, 屠户//vt.屠宰, 屠杀"
butter,[5bQtE],"n.黄油, 牛油//vt.涂黄油于...上"
button,[5bQtn],"n.钮扣, [计]按钮//v.扣住, 扣紧"
buy,[bai],"v.买//n.购买, 买卖"
by,[bai],"prep.在附近, 在旁边, 经, 由, 依据, 按照, 通过, 用//adv.通过, 经过, 附近//[域] Belarus, 白俄罗斯"
by accident,[],adv.偶然
by air,[],adv.通过航空
by away from,[],远离…
by bus\car\plane,[],乘公共汽车\汽车\飞机
by day,[],adv.在白天
by mistake,[],错误地
by sea,[],adv.由海路
by the side of,[],"adv.在...附近, 和...一起比较"
by the side of...,[],在…旁边
by the way,[],"adv.在途中, 顺便"
by train\ship\air,[],乘火车\轮船
bye-bye,[5baibai],int.再见
cabbage,[5kAbidV],"n.[植]甘蓝, 卷心菜"
cafe,[5kAfei; (?@) kA5fei],"n.咖啡馆, 小餐馆"
cage,[keidV],"n.笼, 槛, (矿井)贯笼"
cake,[keik],"n.蛋糕, 饼, 块"
call,[kC:l],"n.喊声, 叫声, 命令, 号召, 访问, 叫牌, 通话, 必要//v.呼叫, 召集, 称呼, 认为, 命名, 打电话"
call at (a place),[],*访问(某地)
call back,[],"v.叫回来, 收回, 打回电"
call for,[],"v.要求, 提倡, 为...叫喊, 为...叫"
call in,[],"v.召集, 召来, 来访"
call on,[],"v.号召, 呼吁, 邀请, 访问, 指派, 要(学生)回答问题"
calm,[kB:m],"adj.(天气、海洋等)静的, 平静的, 镇静的, 沉着的//v.(使)平静, (使)镇定, 平息"
calorie,[5kAlEri],n.卡路里
camera,[5kAmErE],n.照相机
camp,[kAmp],"n.露营地, 阵营//vi.露营, 扎营"
can,[kAn; kEn],"vt.装进罐中, 把食品装罐//n.罐头, 铁罐//conj.能, 可以"
cancer,[5kAnsE],"n.癌, 毒瘤"
candle,[5kAndl],n.蜡烛//vt.对着光检查
cap,[kAp],"n.帽子, 军帽, (瓶)帽, (笔)帽//vt.戴帽子, 盖在...顶上"
capital,[5kApitEl],"n.首都, 首府, 大写字母, 资本, 资金, 资产//adj.首都的, 重要的, 死罪的, 大写的, <口>极好的"
captain,[5kAptin],"n.队长, 首领, 船长, 机长, (空军, 海军)上校, (陆军)上尉//v.指挥, 统帅"
car,[kB:],"n.汽车, 小汽车, 车辆, 客车, [铁]车厢"
card,[kB:d],"n.纸牌, 卡片"
cardigan,[5kB:digEn],n.开襟羊毛衫(=cardigan sweater)车厢
care,[kZE],"n.注意, 照料, 烦恼, 忧虑, 由...转交//vi.关心, 顾虑, 照顾, 喜爱//vt.在意"
care for,[],"v.关怀, 照顾, 愿意, 计较"
careful,[5kZEful],"adj.小心的, 仔细的"
careless,[5kZElis],"adj.粗心的, 疏忽的"
carelessly,[],"adv.不注意地, 粗心地"
carol,[5kArEl],"n.欢乐的歌, 颂歌, (尤指)圣诞节颂歌//v.歌颂, 欢唱"
carpet,[5kB:pit],n.地毯
carriage,[5kAridV],"n.马车, 客车, 运费, 姿态, （机械）车架"
carrot,[5kArEt],n.胡萝卜
carry,[5kAri],"n.进位, 射程, 运载//vt.携带, 运送, 支持, 支撑, 传送, 意味//vi.被携带, 能达到"
carry off,[],"v.夺去...的生命, 获得, 成功对付"
carry on,[],"v.继续开展, 坚持, 举止失常"
carry out,[],"v.完成, 实现, 贯彻, 执行"
cart,[kB:t],"n.大车, 手推车//vt.用车装载"
cartoon,[kB:5tu:n],"n.(报刊上的)政治性漫画, 讽刺画, 卡通画, 漫画(常有解说词)//v.画漫画//n.卡通片,动画片"
cartoon-maker,[],动画制作人
carve,[kB:v],"v.雕刻, 切开"
case,[keis],"n.事, 病例, 案例, 情形, 场合, 讼案, 容器, (语法)格"
cash crop,[],n.商品作物
castle,[5kB:sl],n.城堡
castor,[5kB:stE],"n.调味瓶, 车辘, 小脚轮"
cat,[kAt],n.猫
catch,[kAtF],"n.捕捉, 捕获物, (窗)钩//v.捕获, 赶上(车船等), 发觉, 感染（疾病）//vi.抓住，燃着"
catch fire,[],着火
catch up with,[],"v.赶上, 逮捕, 处罚"
catch\take cold,[],着凉；伤风
cattle,[5kAtl],"n.牛, 家养牲畜"
cause,[kC:z],"n.原因, 导致某事发生的人或事, 动机, 理由, 根据, 目标, 理想, 事业//vt.引起, 惹起, 使(发生), 促成"
cave,[keiv],"n.洞穴, 窑洞//vi.凹陷, 投降//vt.挖洞, 使凹陷"
ceiling,[5si:liN],"n.天花板, 最高限度"
celebrate,[5selibreit],"v.庆祝, 祝贺, 表扬, 赞美, 举行"
cent,[sent],"n.(货币单位)分, 分币"
centimetre,[`senti7mi:tE(r):5N],"n.厘米,公分"
central,[sen5trB:l],"adj.中心的, 中央的, 重要的, 主要的, 中枢的, 走中间道路的//n.<美>电话总机"
centre\center,[],n.中心；中央
century,[5sentFuri; -tFEri],"n.世纪, 百年, 百个, 板球中的一百分, 百元(钞票) 目标, 理想, 事业"
certain,[5sE:tEn],"adj.确定的, 某一个, 无疑的, 必然的, 可靠的//pron.某几个, 某些"
certainly,[5sE:tEnli],"adv.的确, (口语)当然, 行"
chain,[tFein],"n.链(条),镣铐, 一连串, 一系列//vt.用链条拴住"
chair,[tFZE],"n.椅子, 教授职位, 主席位, 讲座//vt.使入座, 使就任要职"
chairman,[5tFZEmEn],"n.主席, 会长"
chalk,[tFC:k],"n.粉笔, 白垩//vt.用粉笔写, 和以白垩"
chance,[tFB:ns],"n.机会, 可能性, 偶然性, 运气//v.碰巧, 偶然发生, 冒...的险adj.偶然的"
change,[tFeindV],"n.改变, 变化, 转变, 找回的零钱, 找头, 辅币//vt.改变, 变革, 改造, 兑换"
change one's mind,[],v.改变主意
change...for...,[],*用…换…
change...into,[],把…变成
channel,[5tFAnl],"n.海峡, 水道, 沟, 路线//vt.引导, 开导, 形成河道//信道,频道"
chapter,[5tFAptE],n.(书籍)章
character,[5kAriktE],"n.(事物的)特性, 性质, 特征(的总和), (人的)品质, 字符, 性格, 特征, 人物//vt.写, 刻, 印, 使具有特征"
charge,[tFB:dV],"n.负荷, 电荷, 费用, 主管, 掌管, 充电, 充气, 装料//v.装满, 控诉, 责令, 告诫, 指示, 加罪于, 冲锋, 收费"
chart,[tFB:t],"n.海图, 图表//vt.制图"
chat,[tFAt],v.聊天//n.聊天
cheap,[tFi:p],"adj.便宜的, 不值钱的"
cheaply,[],adv.便宜地
check,[tFek],"n.阻止, 制止, 控制, 阻止物, 支票, 检讫的记号, 饭馆的帐单//vt.检查, 制止, 核对, 寄存, 托运//vi.证明无误, 核对无误, 逐项相符, [象棋]将军"
check out,[],"v.付帐后离开, ,检验, 合格, 及格"
cheek,[tFi:k],"n.颊, 厚颜, 类似颊的事物, <俚>臀部"
cheer,[tFiE],"n.愉快, 欢呼//v.(使)快活, (对)欢呼"
cheese,[tFi:z],"n.干酪, <俚>头等的人或事物"
chemical,[5kemikEl],"adj.化学的//n.化学制品, 化学药品//n.化学药品"
chemical rain,[],*酸雨
chemist,[5kemist],"n.化学家, 药剂师"
chemistry,[5kemistri],n.化学
cheque\check,[],n.支票
chest,[tFest],"n.胸腔, 胸膛, 箱, 柜"
chew,[tFu:],"vt.咀爵(食物等)//v.咀嚼, 认真考虑"
chicken,[5tFikin],"n.小鸡, 小鸟, 鸡肉"
chief,[tFi:f],"n.首领, 领袖, 酋长, 长官, 主要部分, 最有价值的部分//adj.主要的, 首要的, 首席的, 主任的"
child,[tFaild],"n.孩子, 儿女, 子孙, (头脑、空想等的)产物, 弟子, 追随者"
childhood,[5tFaildhud],n.孩童时期
chime,[tFaim],"n.一套发谐音的钟(尤指教堂内的), 和谐//vi.鸣, 打, 和谐//vt.敲出和谐的声音, 打钟报时"
chimney,[5tFimni],"n.烟囱, 灯罩"
chocolate,[5tFCkElit],"n.巧克力, 巧克力色"
choice,[tFCis],"n.选择, 抉择, 精选品, 选择机会, 选择权//adj.精选的, 上等的, 挑三拣四的, 可选的, 宠爱的, 爱惜的"
choose,[tFu:z],"v.选择, 选定"
church,[tFE:tF],"n.教堂, 礼拜堂, 教会, 教派, [宗]礼拜"
cigar,[si5gB:],n.雪茄
cigarette,[sigE5ret],"n.香烟, 纸烟"
cinema,[5sinimE],"n.电影院, 电影"
circle,[5sE:kl],"n.圆周, 圆形物, 派系, 循环//v.围, 环绕//盘旋"
citizen,[5sitizn],"n.市民, 公民"
city,[5siti],"n.城市, 都市, 全体居民, 城邦"
civil,[5sivl],"adj.全民的, 市民的, 公民的, 国民的, 民间的.民事的, 根据民法的, 文职的, 有礼貌的"
clap,[klAp],"n.拍手声, 霹雳声//v.鼓掌, 轻拍"
class,[klB:s],"n.班级, 阶级, 社会等级, 种类, (一节)课//vt.把...分类(或分等级)闹"
classmate,[5klB:smeit],n.同班同学
classroom,[5klB:srum],n.教室
clean,[kli:n],"adj.清洁的, 干净的, 清白的//v.打扫, 使干净, 清扫"
clear,[kliE],"adj.清楚的, 清晰的, 清澈的, 光亮的, 空旷的, 有条理的//adv.清楚地, 完全地//v.扫除, 清除, 晴, 跳过, 净得"
clear away,[],"v.清除, 消失"
clear up,[],"v.整理, 消除, 放晴"
clerk,[klB:k; klE:k],"n.职员, 办事员, <美> 店员"
clever,[5klevE],"adj.机灵的, 聪明的"
climb,[klaim],"v.攀登, 爬//n.攀登, 爬"
clinic,[5klinik],"n.门诊部, 临床"
clock,[klCk],n.时钟
close,[klEuz],"v.关, 关闭, 结束, 停止, 使靠近, 靠拢, 会合, 包围//n.结束//adj.近的, 紧密的, 精密的, 齐根的, 封闭的, 亲密的, 闷气的//adv.接近, 紧密地"
cloth,[klC(:)W],"n.布, 织物, 衣料"
clothing,[5klEuTiN],n.衣服
cloud,[klaud],"n.云, 烟云, 天空, 污点//vt.以云遮敝, 玷污, 使黯然//vi.乌云密布, 阴沉"
club,[klQb],"n.俱乐部, 夜总会, 社, 棍棒, (高尔夫球等的)球棒, (扑克牌)梅花//vt.棍打, 协作, 联合, 把...当棍棒用"
co-worker,[5kEu5wE:kE],"n.共同工作者, 合作者, 同事, 帮手"
coal,[kEul],n.煤//v.加煤
coast,[kEust],"n.海岸, 滑坡//v.沿海岸而行"
coastline,[5kEustlain],n.海岸线
coat,[kEut],"n.外套, (动物的)皮毛, (植物的)表皮, (漆等的)层, 涂层//vt.涂上, 包上"
cock,[kCk],"n.公鸡, 雄鸟, 头目, (水)龙头, <俚>阴茎//vt.使耸立, 使竖起, 堆成锥形//vi.大摇大摆地走, 翘起"
cocoa,[5kEukEu],"n.可可粉, 可可饮料, 可可豆"
coffee,[5kCfi],"n.咖啡, 咖啡树, 咖啡茶, 咖啡豆, 咖啡色"
coin,[kCin],n.硬币//vt.铸造(硬币)煽啥
cold,[kEuld],"n.寒冷, [物]零下温度, 伤风, 感冒//adj.寒冷的, 使人战栗的, 冷淡的, 不热情的, 失去知觉的"
cold-blooded,[kEuld5blQdid],冷漠
collar,[5kClE],抓住...的领口［头颈］； 给（衣服）上衣领； 使戴项圈
collect,[kE5lekt],"v.收集, 聚集, 集中, 搜集//adj.由收件人付款的//adv.由收件人付款地"
collection,[kE5lekFEn],"n.收藏, 征收, 搜集品, 捐款"
college,[5kClidV],"n.(综合大学中的)学院, (独立的)学院, <美>大学, <英>公学, 书院, 高等专科学院, 大学, 学会"
colour,[5kQlE],"n.<英>(=color)颜色, 气色, 风格, 外貌//vt.把...涂颜色, 粉饰, 脸红, 歪曲//vi.变色"
comb,[kEum],"n.梳子, 梳, 鸡冠, 蜂巢//vi.梳(发), 搜索"
combine,[kEm5bain],"v.(使)联合, (使)结合//n.联合企业, 联合收割机//n.联合收割机"
come,[kQm],"vi.来, 来临, 到达, 出现, 来(自), 出生(于), 开始//int.嗨!//vbl.来, 到达, 合计为"
come about,[],"v.发生, 产生, 改变方向//发生,转向"
come across,[],"v.来到, 偶遇, <口>给人印象深刻//不期而遇,交付"
come back,[],"v.回来, 在记忆中重现, 复原, 恢复, 反驳"
come down,[],"v.下来, 倒塌, 没落, 病倒, 捐钱, 流传下来, 垂下"
come from,[],"v.来自, 出生于//来自,出身于"
come in,[],"v.进来, 到达终点, 流行起来, 当选, (钱)到手"
come off,[],"v.离开, 举行, 实现, 成为"
come on,[],"v.突然产生, 要求, 成为...负担, 偶遇, 跟着来, 开始, 出台, 上演//快点,赶快"
come out,[],"v.出来, 长出, 传出, 褪去, 被展出, 被解出, 露出, 罢工//出现,真相大白"
come to,[],"v.达到, 继承, 复苏, 停止//想起,共计"
come true,[],"v.实现, 达到"
come up,[],"v.走近, 上来, 发芽, 流行, 发生, 被提出//上升,讨论,出现"
comedy,[5kCmidi],"n.喜剧, 喜剧性的事情"
comfort,[5kQmfEt],"n.安慰, 舒适, 安慰者//vt.安慰, 使(痛苦等)缓和"
comfortable,[5kQmfEtEbl],adj.舒适的
comment,[5kCment],"n.注释, 评论, 意见//vi.注释, 评论"
common,[5kCmEn],"adj.共同的, 公共的, 公有的, 普通的, 庸俗的, 伪劣的//n.[复][总]平民, 公有, 普通, 共通"
communicate,[kE5mju:nikeit],"v.沟通, 通信, (房间、道路、花园等)相通, 传达, 感染"
communism,[5kCmjunizEm],n.共产主义
communist,[5kCmjunist],"n.共产主义者, 共产党员adj.共产主义者的"
companion,[kEm5pAnjEn],"n.同伴, 共事者"
company,[5kQmpEni],"n.公司, 陪伴, (一)群, (一)队, (一)伙, 连, 连队"
compare,[kEm5pZE],"v.比较, 相比, 比喻  n.比较"
compare with,[],与…比较
compared to,[],*与…相比
compete,[kEm5pi:t],"vi.比赛, 竞争"
competition,[kCmpi5tiFEn],"n.竞争, 竞赛"
competitor,[kEm5petitE],n.竞争者
complete,[kEm5pli:t],"adj.全部的, 完全的, 完成的//vt.完成, 使完善"
completely,[kEm5pli:tli],"adv.十分, 完全地"
composition,[kCmpE5ziFEn],"n.写作, 作文, 成分, 合成物"
compressed,[kEm5prest],"adj.被压缩的, 扁平的"
computer,[kEm5pju:tE],"n.计算机, 电脑"
comrade,[5kCmrid],"n.朋友, 同志, 伙伴"
conceited,[kEn5si:tid],"adj.自以为是的, 逞能的, 狂想的"
concert,[5kCnsEt],"n.音乐会, 一致"
condition,[kEn5diFEn],"n.条件, 情形, 环境, 社会地位//vt.以...为条件, 使达到要求的情况"
conduct,[5kCndQkt; -dEkt],"n.行为, 操行//v.引导, 管理, 为人, 传导"
conductor,[kEn5dQktE],"n.领导者, 经理, 指挥管弦乐队、合唱队的, (市内有轨电车或公共汽车)售票员, <美>列车长"
conference,[5kCnfErEns],"n.会议, 讨论会, 协商会"
congratulate,[kEn5grAtjuleit],"vt.祝贺, 庆贺, 恭喜"
congratulation,[kEn7grAtju5leiFEn],"n.祝词, 贺辞"
conjecture,[kEn5dVektFE],"n.v.推测, 臆说, 猜想"
connect,[kE5nekt],"v.连接, 联合, 关连"
connect to,[],*连接；相连
connect with,[],"v.连接, 联络//将...连起来"
consider,[kEn5sidE],"vt.考虑, 照顾, 认为"
consider doing something,[],*考虑做某事
construction,[kEn5strQkFEn],"n.建筑, 建筑物, 解释, 造句"
contain,[kEn5tein],"vt.包含, 容纳, 容忍//vi.自制//v.[军]牵制(敌军)//v.[数]可被...除尽"
container,[kEn5teinE],"n.容器(箱,盆,罐,壶,桶,坛子), 集装箱"
content,[kEn5tent],"n.内容, 容量, 目录, 满足//adj.满足的, 满意的, 愿意//vt.使满足"
continent,[5kCntinEnt],"n.大陆, 陆地"
continue,[kEn5tinju:],"v.继续, 连续, 延伸"
contribution,[7kCntri5bju:FEn],"n.捐献, 贡献, 投稿"
control,[kEn5trol],"n.控制, 支配, 管理, 调节, 抑制, 控制器, 调节装置//vt.控制, 支配, 管理(物价等), 操纵, 抑制"
convenient,[kEn5vi:njEnt],"adj.便利的, 方便的"
conversation,[7kCnvE5seiFEn],"n.会话, 交谈"
cook,[kuk],"n.厨师//v.烹调, 煮, 伪造"
cookbook,[],n.食谱
cool,[ku:l],"n.凉爽, 凉爽的空气//adj.凉爽, 冷静的, 无所顾虑的, 淡漠的//v.使冷, 使镇定"
copy,[5kCpi],"n.副本, 拷贝, 摹仿, 一册//v.复印, 复制, 拷贝, 抄袭"
coral,[5kCrEl],"n.珊瑚, 珊瑚虫"
cordless,[5kC:dlis],n.不用电线的
corn,[kC:n],"n.<美>玉米, <英>谷物, 五谷, [医]鸡眼//vt.腌(肉等)"
corner,[5kC:nE],"n.角落, (街道)拐角处, (遥远的)地区, 偏僻处, 困境, 绝路//vt.迫至一隅, 垄断, 使陷入绝境, 把...难住//vi.相交成角, 囤积(in)rface, 空"
correct,[kE5rekt],"adj.正确的, 恰当的, 端正的//vt.改正, 纠正, 告诫, 惩戒"
correction,[kE5rekFEn],"n.改正, 修正"
cost,[kCst],"n.成本, 价钱, 代价//vt.价值为, (使)花费(金钱,时间,劳力等), 使失去(生命,健康等), 令人付出//vi.花费"
cottage,[5kCtidV],"n.村舍, 小别墅"
cotton,[5kCtn],"n.棉花, 棉线"
cough,[kC:f],n.咳嗽//v.咳嗽
count,[kaunt],"v.数, 计算, 计算在内, 认为, 有价值//n.计数, 计算, 注意, 伯爵"
counter,[5kauntE],"n.计算器, 计数器, 计算者, 柜台, 筹码//adv.prep.相反地"
country,[5kQntri],"n.国家, 国土, [总称]国民, 乡村, 故乡//adj.乡下的, 乡村的, [方]祖国的, 故乡的"
countryside,[5kQntrisaid],"n.乡下地方, 乡下居民"
couple,[5kQpl],"n.(一)对, (一)双, 夫妇//vt.连合, 连接, 结合//vi.结合, 结婚"
courage,[5kQridV],"n.勇气, 精神"
course,[kC:s],"n.过程, 经过, 进程, 方针, 路线, 跑道, 课程, 一道菜//v.追猎, 急行, 运行, 流动//学业"
court,[kC:t],"n.法院, 庭院, 朝廷, 宫庭, 球场, 奉承, 求爱, 殷勤//vt.向...献殷勤, 追求, 设法获得(他人的支持等), 博得(喝彩), 招致(失败、危险等)//vi.求爱"
courtyard,[5kC:tjB:d],"n.庭院, 院子"
cousin,[5kQzn],"n.堂兄弟姊妹, 表兄弟姊妹"
cover,[5kQvE],"n.盖子, 封面, 藉口//vt.覆盖, 铺, 掩饰, 保护, 掩护, 包括, 包含, 适用//vi.覆盖, 涂, 代替"
cow,[kau],"n.母牛, 大型母兽//vt.威吓"
crazy,[5kreizi],"adj.疯狂的, 狂热的, (指建筑等)不安全的"
cream,[kri:m],"n.乳酪, 奶油, (护肤)面霜"
create,[kri5eit],"vt.创造, 创作, 引起, 造成"
crew,[kru:],"n.全体人员, (工作)队//vbl.crow的过去式"
crisp,[krisp],"adj.脆的, 易碎的"
crop,[krCp],"n.农作物, 产量, 平头, 短发//vt.收割, 修剪, 种植//vi.收获"
cross,[krCs],"n.十字, 交叉, 十字架, 十字形物//adj.交叉的, 相反的, 乖戾的//v.使交叉, 横过, 勾划, 错过, 反对, 杂交"
crossing,[5krCsiN],"v.横越//n.横越, 交叉口"
crowd,[kraud],"n.人群, 群众, 一堆(东西), 一伙//v.群集, 拥挤, 挤满"
cruel,[5kruEl],"adj.残酷的, 悲惨的, 使痛苦的"
cry,[krai],"vi.哭, 流泪//v.叫, 喊//n.哭泣, 哭声, 叫喊, 喊声"
